"BC7" "Father" "Balancer" "Effect" "QTL" "UAS_Chromosome" "Setup_Date" "Treatment" "Embryo" "Males" "Females" "Formatted_Date" "Toss_Date" "Day30" "Rep"
"2418" 28 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-10" "2022-06-18" "2022-06-24" "R1"
"2419" 28 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-11" "2022-06-18" "2022-06-24" "R1"
"2420" 28 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-12" "2022-06-18" "2022-06-24" "R1"
"2421" 28 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-13" "2022-06-18" "2022-06-24" "R1"
"2422" 28 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-14" "2022-06-18" "2022-06-24" "R1"
"2423" 28 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-15" "2022-06-18" "2022-06-24" "R1"
"2424" 28 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-16" "2022-06-18" "2022-06-24" "R1"
"2425" 28 "34094" "No" "MTF-1_KD" "D" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-17" "2022-06-18" "2022-06-24" "R1"
"2426" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-04" "2022-06-18" "2022-06-24" "R1"
"2427" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-05" "2022-06-18" "2022-06-24" "R1"
"2428" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 5 "2022-06-06" "2022-06-18" "2022-06-24" "R1"
"2429" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 4 5 "2022-06-07" "2022-06-18" "2022-06-24" "R1"
"2430" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-08" "2022-06-18" "2022-06-24" "R1"
"2431" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-09" "2022-06-18" "2022-06-24" "R1"
"2432" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-10" "2022-06-18" "2022-06-24" "R1"
"2433" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-11" "2022-06-18" "2022-06-24" "R1"
"2434" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-12" "2022-06-18" "2022-06-24" "R1"
"2435" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-13" "2022-06-18" "2022-06-24" "R1"
"2436" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-14" "2022-06-18" "2022-06-24" "R1"
"2437" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-15" "2022-06-18" "2022-06-24" "R1"
"2438" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-16" "2022-06-18" "2022-06-24" "R1"
"2439" 29 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-17" "2022-06-18" "2022-06-24" "R1"
"2440" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-04" "2022-06-24" "2022-06-24" "R1"
"2441" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-05" "2022-06-24" "2022-06-24" "R1"
"2442" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-06" "2022-06-24" "2022-06-24" "R1"
"2443" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-07" "2022-06-24" "2022-06-24" "R1"
"2444" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-08" "2022-06-24" "2022-06-24" "R1"
"2445" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-09" "2022-06-24" "2022-06-24" "R1"
"2446" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-10" "2022-06-24" "2022-06-24" "R1"
"2447" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-11" "2022-06-24" "2022-06-24" "R1"
"2448" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-12" "2022-06-24" "2022-06-24" "R1"
"2449" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-13" "2022-06-24" "2022-06-24" "R1"
"2450" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-14" "2022-06-24" "2022-06-24" "R1"
"2451" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-15" "2022-06-24" "2022-06-24" "R1"
"2452" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-16" "2022-06-24" "2022-06-24" "R1"
"2453" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-17" "2022-06-24" "2022-06-24" "R1"
"2454" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-18" "2022-06-24" "2022-06-24" "R1"
"2455" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-19" "2022-06-24" "2022-06-24" "R1"
"2456" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-20" "2022-06-24" "2022-06-24" "R1"
"2457" 3 "36303" "No" "Control_attP2" "Control" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-23" "2022-06-24" "2022-06-24" "R1"
"2458" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 2 "2022-06-04" "2022-06-16" "2022-06-24" "R1"
"2459" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 10 "2022-06-05" "2022-06-16" "2022-06-24" "R1"
"2460" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 16 2 "2022-06-06" "2022-06-16" "2022-06-24" "R1"
"2461" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 1 "2022-06-07" "2022-06-16" "2022-06-24" "R1"
"2462" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-08" "2022-06-16" "2022-06-24" "R1"
"2463" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-09" "2022-06-16" "2022-06-24" "R1"
"2464" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-10" "2022-06-16" "2022-06-24" "R1"
"2465" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-11" "2022-06-16" "2022-06-24" "R1"
"2466" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-12" "2022-06-16" "2022-06-24" "R1"
"2467" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-13" "2022-06-16" "2022-06-24" "R1"
"2468" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-14" "2022-06-16" "2022-06-24" "R1"
"2469" 30 "28587" "No" "Mekk1_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-15" "2022-06-16" "2022-06-24" "R1"
"2470" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-04" "2022-06-16" "2022-06-24" "R1"
"2471" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 4 "2022-06-05" "2022-06-16" "2022-06-24" "R1"
"2472" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 3 3 "2022-06-06" "2022-06-16" "2022-06-24" "R1"
"2473" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-07" "2022-06-16" "2022-06-24" "R1"
"2474" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-08" "2022-06-16" "2022-06-24" "R1"
"2475" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-09" "2022-06-16" "2022-06-24" "R1"
"2476" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-10" "2022-06-16" "2022-06-24" "R1"
"2477" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-11" "2022-06-16" "2022-06-24" "R1"
"2478" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-12" "2022-06-16" "2022-06-24" "R1"
"2479" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-13" "2022-06-16" "2022-06-24" "R1"
"2480" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-14" "2022-06-16" "2022-06-24" "R1"
"2481" 31 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-15" "2022-06-16" "2022-06-24" "R1"
"2482" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 5 "2022-06-04" "2022-06-14" "2022-06-24" "R1"
"2483" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 1 1 "2022-06-05" "2022-06-14" "2022-06-24" "R1"
"2484" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 13 0 "2022-06-06" "2022-06-14" "2022-06-24" "R1"
"2485" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-07" "2022-06-14" "2022-06-24" "R1"
"2486" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-08" "2022-06-14" "2022-06-24" "R1"
"2487" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-09" "2022-06-14" "2022-06-24" "R1"
"2488" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-10" "2022-06-14" "2022-06-24" "R1"
"2489" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-11" "2022-06-14" "2022-06-24" "R1"
"2490" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-12" "2022-06-14" "2022-06-24" "R1"
"2491" 32 "50678" "No" "Octa2R_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-13" "2022-06-14" "2022-06-24" "R1"
"2492" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-04" "2022-06-24" "2022-06-24" "R1"
"2493" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-05" "2022-06-24" "2022-06-24" "R1"
"2494" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-06" "2022-06-24" "2022-06-24" "R1"
"2495" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-07" "2022-06-24" "2022-06-24" "R1"
"2496" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 1 "2022-06-08" "2022-06-24" "2022-06-24" "R1"
"2497" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-09" "2022-06-24" "2022-06-24" "R1"
"2498" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-10" "2022-06-24" "2022-06-24" "R1"
"2499" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-11" "2022-06-24" "2022-06-24" "R1"
"2500" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-12" "2022-06-24" "2022-06-24" "R1"
"2501" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-13" "2022-06-24" "2022-06-24" "R1"
"2502" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-14" "2022-06-24" "2022-06-24" "R1"
"2503" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-15" "2022-06-24" "2022-06-24" "R1"
"2504" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-16" "2022-06-24" "2022-06-24" "R1"
"2505" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-17" "2022-06-24" "2022-06-24" "R1"
"2506" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-18" "2022-06-24" "2022-06-24" "R1"
"2507" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-19" "2022-06-24" "2022-06-24" "R1"
"2508" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-20" "2022-06-24" "2022-06-24" "R1"
"2509" 33 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "10mM" 50 0 0 "2022-06-23" "2022-06-24" "2022-06-24" "R1"
"2510" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-04" "2022-06-16" "2022-06-24" "R1"
"2511" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 5 "2022-06-05" "2022-06-16" "2022-06-24" "R1"
"2512" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 11 2 "2022-06-06" "2022-06-16" "2022-06-24" "R1"
"2513" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 1 0 "2022-06-07" "2022-06-16" "2022-06-24" "R1"
"2514" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-08" "2022-06-16" "2022-06-24" "R1"
"2515" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-09" "2022-06-16" "2022-06-24" "R1"
"2516" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-10" "2022-06-16" "2022-06-24" "R1"
"2517" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-11" "2022-06-16" "2022-06-24" "R1"
"2518" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-12" "2022-06-16" "2022-06-24" "R1"
"2519" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-13" "2022-06-16" "2022-06-24" "R1"
"2520" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-14" "2022-06-16" "2022-06-24" "R1"
"2521" 34 "33740" "No" "ATPsynD_KD" "E" "Chr3" "2022-05-25" "H2O" 50 0 0 "2022-06-15" "2022-06-16" "2022-06-24" "R1"
"2522" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-04" "2022-06-20" "2022-06-24" "R1"
"2523" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-05" "2022-06-20" "2022-06-24" "R1"
"2524" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-06" "2022-06-20" "2022-06-24" "R1"
"2525" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 1 0 "2022-06-07" "2022-06-20" "2022-06-24" "R1"
"2526" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 1 1 "2022-06-08" "2022-06-20" "2022-06-24" "R1"
"2527" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 2 0 "2022-06-09" "2022-06-20" "2022-06-24" "R1"
"2528" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 1 "2022-06-10" "2022-06-20" "2022-06-24" "R1"
"2529" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-11" "2022-06-20" "2022-06-24" "R1"
"2530" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-12" "2022-06-20" "2022-06-24" "R1"
"2531" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-13" "2022-06-20" "2022-06-24" "R1"
"2532" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-14" "2022-06-20" "2022-06-24" "R1"
"2533" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-15" "2022-06-20" "2022-06-24" "R1"
"2534" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-16" "2022-06-20" "2022-06-24" "R1"
"2535" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-17" "2022-06-20" "2022-06-24" "R1"
"2536" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-18" "2022-06-20" "2022-06-24" "R1"
"2537" 35 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-19" "2022-06-20" "2022-06-24" "R1"
"2538" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-04" "2022-06-20" "2022-06-24" "R1"
"2539" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-05" "2022-06-20" "2022-06-24" "R1"
"2540" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-06" "2022-06-20" "2022-06-24" "R1"
"2541" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-07" "2022-06-20" "2022-06-24" "R1"
"2542" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-08" "2022-06-20" "2022-06-24" "R1"
"2543" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-09" "2022-06-20" "2022-06-24" "R1"
"2544" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-10" "2022-06-20" "2022-06-24" "R1"
"2545" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-11" "2022-06-20" "2022-06-24" "R1"
"2546" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-12" "2022-06-20" "2022-06-24" "R1"
"2547" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-13" "2022-06-20" "2022-06-24" "R1"
"2548" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-14" "2022-06-20" "2022-06-24" "R1"
"2549" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-15" "2022-06-20" "2022-06-24" "R1"
"2550" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-16" "2022-06-20" "2022-06-24" "R1"
"2551" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-17" "2022-06-20" "2022-06-24" "R1"
"2552" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-18" "2022-06-20" "2022-06-24" "R1"
"2553" 35 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "10mM" 25 0 0 "2022-06-19" "2022-06-20" "2022-06-24" "R1"
"2554" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-04" "2022-06-16" "2022-06-24" "R1"
"2555" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-05" "2022-06-16" "2022-06-24" "R1"
"2556" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 1 1 "2022-06-06" "2022-06-16" "2022-06-24" "R1"
"2557" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 2 2 "2022-06-07" "2022-06-16" "2022-06-24" "R1"
"2558" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-08" "2022-06-16" "2022-06-24" "R1"
"2559" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 1 "2022-06-09" "2022-06-16" "2022-06-24" "R1"
"2560" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-10" "2022-06-16" "2022-06-24" "R1"
"2561" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-11" "2022-06-16" "2022-06-24" "R1"
"2562" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-12" "2022-06-16" "2022-06-24" "R1"
"2563" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 1 0 "2022-06-13" "2022-06-16" "2022-06-24" "R1"
"2564" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-14" "2022-06-16" "2022-06-24" "R1"
"2565" 36 "60000" "Sb" "Control_Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-15" "2022-06-16" "2022-06-24" "R1"
"2566" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-04" "2022-06-16" "2022-06-24" "R1"
"2567" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-05" "2022-06-16" "2022-06-24" "R1"
"2568" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-06" "2022-06-16" "2022-06-24" "R1"
"2569" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-07" "2022-06-16" "2022-06-24" "R1"
"2570" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-08" "2022-06-16" "2022-06-24" "R1"
"2571" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-09" "2022-06-16" "2022-06-24" "R1"
"2572" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-10" "2022-06-16" "2022-06-24" "R1"
"2573" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-11" "2022-06-16" "2022-06-24" "R1"
"2574" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-12" "2022-06-16" "2022-06-24" "R1"
"2575" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-13" "2022-06-16" "2022-06-24" "R1"
"2576" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-14" "2022-06-16" "2022-06-24" "R1"
"2577" 36 "60000" "Sb" "Fer1HCH_KD" "G" "Chr3" "2022-05-25" "H2O" 25 0 0 "2022-06-15" "2022-06-16" "2022-06-24" "R1"
"2578" 37 "44067" "Cyo" "Control_Fer2LCH_KD" "G" "Chr2" "2022-05-25" "10mM" 50 0 0 "2022-06-04" "2022-06-18" "2022-06-24" "R1"
"2579" 37 "44067" "Cyo" "Control_Fer2LCH_KD" "G" "Chr2" "2022-05-25" "10mM" 50 0 0 "2022-06-05" "2022-06-18" "2022-06-24" "R1"
"2580" 37 "44067" "Cyo" "Control_Fer2LCH_KD" "G" "Chr2" "2022-05-25" "10mM" 50 0 0 "2022-06-06" "2022-06-18" "2022-06-24" "R1"
"2581" 37 "44067" "Cyo" "Control_Fer2LCH_KD" "G" "Chr2" "2022-05-25" "10mM" 50 2 3 "2022-06-07" "2022-06-18" "2022-06-24" "R1"
"2582" 37 "44067" "Cyo" "Control_Fer2LCH_KD" "G" "Chr2" "2022-05-25" "10mM" 50 1 1 "2022-06-08" "2022-06-18" "2022-06-24" "R1"
