Block	Setup_date	Treatment	Bottle_Number	Zinc_Batch	Total_Num_Females	Total_Num_Males	Collection1_Date	Collection1_DayAfterSetup	Collection1_Num_Females	Collection1_Num_Males	Collection2_Date	Collection2_DayAfterSetup	Collection2_Num_Females	Collection2_Num_Males	Collection3_Date	Collection3_DayAfterSetup	Collection3_Num_Females	Collection3_Num_Males	Collection4_Date	Collection4_DayAfterSetup	Collection4_Num_Females	Collection4_Num_aMales	Collection5_Date	Collection5_DayAfterSetup	Collection5_Num_Females	Collection5_Num_Males	Collection6_Date	Collection 6_DayAfterSetup	Collect6_Num_Females	Collection6_Num_Males
8	11/16/2020	Zinc_25mM	1	G	35	19	12/1/2020	15	19	10	12/2/2020	16	6	2	12/3/2020	17	5	2	12/4/2020	18	1	4	12/7/2020	21	3	1	12/8/2020	22	1	0
8	11/16/2020	Zinc_25mM	2	G	34	15	12/1/2020	15	18	6	12/2/2020	16	5	2	12/3/2020	17	5	1	12/4/2020	18	3	1	12/7/2020	21	1	5	12/8/2020	22	2	0
8	11/16/2020	Zinc_25mM	3	G	23	15	12/1/2020	15	14	10	12/2/2020	16	3	3	12/3/2020	17	3	2	12/4/2020	18	1	0	12/7/2020	21	2	0	12/8/2020	22	0	0
8	11/16/2020	Zinc_25mM	4	G	37	18	12/1/2020	15	15	8	12/2/2020	16	3	3	12/3/2020	17	5	5	12/4/2020	18	9	0	12/7/2020	21	4	2	12/8/2020	22	1	0
8	11/16/2020	Zinc_25mM	5	G	25	28	12/1/2020	15	14	8	12/2/2020	16	3	2	12/3/2020	17	4	6	12/4/2020	18	2	3	12/7/2020	21	2	8	12/8/2020	22	0	1
8	11/16/2020	Zinc_25mM	6	G	33	12	12/1/2020	15	14	4	12/2/2020	16	9	1	12/3/2020	17	3	2	12/4/2020	18	3	1	12/7/2020	21	1	4	12/8/2020	22	3	0
8	11/16/2020	Zinc_25mM	7	G	25	19	12/1/2020	15	15	5	12/2/2020	16	2	3	12/3/2020	17	4	6	12/4/2020	18	2	2	12/7/2020	21	2	2	12/8/2020	22	0	1
8	11/16/2020	Zinc_25mM	8	G	26	16	12/1/2020	15	7	5	12/2/2020	16	8	1	12/3/2020	17	4	3	12/4/2020	18	3	3	12/7/2020	21	4	4	12/8/2020	22	0	0
8	11/16/2020	Zinc_25mM	9	G	29	15	12/1/2020	15	16	7	12/2/2020	16	4	3	12/3/2020	17	5	2	12/4/2020	18	2	1	12/7/2020	21	2	2	12/8/2020	22	0	0
8	11/16/2020	Zinc_25mM	10	G	26	15	12/1/2020	15	12	8	12/2/2020	16	5	4	12/3/2020	17	2	1	12/4/2020	18	4	0	12/7/2020	21	2	1	12/8/2020	22	1	1
8	11/16/2020	Zinc_25mM	11	G	33	15	12/1/2020	15	20	8	12/2/2020	16	0	4	12/3/2020	17	6	0	12/4/2020	18	3	1	12/7/2020	21	4	1	12/8/2020	22	0	1
8	11/16/2020	Zinc_25mM	12	G	25	16	12/1/2020	15	14	9	12/2/2020	16	6	2	12/3/2020	17	1	0	12/4/2020	18	3	3	12/7/2020	21	1	2	12/8/2020	22	0	0
9	11/26/2020	Control_H20	1	NA	180	168	12/8/2020	12	55	41	12/10/2020	14	34	36	12/11/2020	15	38	39	12/12/2020	16	29	31	12/13/2020	17	24	21	12/14/2020	18	11	7
9	11/26/2020	Control_H20	2	NA	190	165	12/8/2020	12	67	43	12/10/2020	14	54	57	12/11/2020	15	32	29	12/12/2020	16	18	17	12/13/2020	17	19	19	12/14/2020	18	8	4
9	11/26/2020	Control_H20	3	NA	177	180	12/8/2020	12	75	76	12/10/2020	14	36	32	12/11/2020	15	15	23	12/12/2020	16	18	29	12/13/2020	17	33	20	12/14/2020	18	16	8
9	11/26/2020	Control_H20	4	NA	207	172	12/8/2020	12	119	80	12/10/2020	14	59	66	12/11/2020	15	16	15	12/12/2020	16	6	6	12/13/2020	17	7	5	12/14/2020	18	3	2
9	11/26/2020	Zinc_25mM	1	H	16	7	12/12/2020	16	1	0	12/14/2020	18	4	2	12/16/2020	20	8	2	12/18/2020	22	1	2	12/19/2020	23	2	1				
9	11/26/2020	Zinc_25mM	2	H	21	9	12/12/2020	16	5	0	12/14/2020	18	4	3	12/16/2020	20	5	1	12/18/2020	22	7	5	12/19/2020	23	0	0				
9	11/26/2020	Zinc_25mM	3	H	16	5	12/12/2020	16	2	0	12/14/2020	18	6	1	12/16/2020	20	6	2	12/18/2020	22	2	2	12/19/2020	23	0	0				
9	11/26/2020	Zinc_25mM	4	H	11	6	12/12/2020	16	0	0	12/14/2020	18	4	3	12/16/2020	20	5	1	12/18/2020	22	1	0	12/19/2020	23	1	2				
9	11/26/2020	Zinc_25mM	5	H	30	4	12/12/2020	16	4	0	12/14/2020	18	11	2	12/16/2020	20	12	0	12/18/2020	22	1	2	12/19/2020	23	2	0				
9	11/26/2020	Zinc_25mM	6	H	34	13	12/12/2020	16	4	2	12/14/2020	18	19	6	12/16/2020	20	7	4	12/18/2020	22	3	1	12/19/2020	23	1	0				
9	11/26/2020	Zinc_25mM	7	H	24	12	12/12/2020	16	4	2	12/14/2020	18	10	2	12/16/2020	20	4	3	12/18/2020	22	2	4	12/19/2020	23	4	1				
9	11/26/2020	Zinc_25mM	8	H	17	9	12/12/2020	16	1	1	12/14/2020	18	10	3	12/16/2020	20	6	3	12/18/2020	22	0	2	12/19/2020	23	0	0				
10	11/27/2020	Control_H20	1	NA	154	156	12/8/2020	11	NA	NA	12/10/2020	13	35	40	12/12/2020	15	56	68	12/13/2020	16	31	34	12/14/2020	17	32	14				
10	11/27/2020	Control_H20	2	NA	190	214	12/8/2020	11	22	27	12/10/2020	13	40	54	12/12/2020	15	66	92	12/13/2020	16	41	20	12/14/2020	17	21	21				
10	11/27/2020	Control_H20	3	NA	155	177	12/8/2020	11	57	49	12/10/2020	13	45	38	12/12/2020	15	24	45	12/13/2020	16	23	29	12/14/2020	17	6	16				
10	11/27/2020	Control_H20	4	NA	226	184	12/8/2020	11	20	10	12/10/2020	13	100	93	12/12/2020	15	77	56	12/13/2020	16	20	14	12/14/2020	17	9	11				
10	11/27/2020	Zinc_25mM	1	H	25	11	12/14/2020	17	3	1	12/16/2020	19	7	4	12/18/2020	21	7	4	12/19/2020	22	4	0	12/20/2020	23	4	2				
10	11/27/2020	Zinc_25mM	2	H	27	9	12/14/2020	17	6	2	12/16/2020	19	6	2	12/18/2020	21	8	4	12/19/2020	22	4	1	12/20/2020	23	3	0				
10	11/27/2020	Zinc_25mM	3	H	23	9	12/14/2020	17	3	1	12/16/2020	19	6	1	12/18/2020	21	9	1	12/19/2020	22	3	3	12/20/2020	23	2	3				
10	11/27/2020	Zinc_25mM	4	H	24	13	12/14/2020	17	9	3	12/16/2020	19	6	7	12/18/2020	21	7	0	12/19/2020	22	1	2	12/20/2020	23	1	1				
10	11/27/2020	Zinc_25mM	5	H	14	10	12/14/2020	17	2	2	12/16/2020	19	4	5	12/18/2020	21	3	3	12/19/2020	22	3	0	12/20/2020	23	2	0				
10	11/27/2020	Zinc_25mM	6	H	23	10	12/14/2020	17	5	2	12/16/2020	19	6	4	12/18/2020	21	9	2	12/19/2020	22	2	1	12/20/2020	23	1	1				
10	11/27/2020	Zinc_25mM	7	H	20	15	12/14/2020	17	4	6	12/16/2020	19	7	4	12/18/2020	21	6	3	12/19/2020	22	0	2	12/20/2020	23	3	0				
10	11/27/2020	Zinc_25mM	8	H	36	15	12/14/2020	17	12	5	12/16/2020	19	12	4	12/18/2020	21	6	5	12/19/2020	22	6	1	12/20/2020	23	0	0				
10	11/27/2020	Zinc_25mM	9	H	19	5	12/14/2020	17	2	0	12/16/2020	19	11	1	12/18/2020	21	4	2	12/19/2020	22	1	2	12/20/2020	23	1	0				
10	11/27/2020	Zinc_25mM	10	H	28	18	12/14/2020	17	6	7	12/16/2020	19	11	8	12/18/2020	21	7	2	12/19/2020	22	3	0	12/20/2020	23	1	1				
10	11/27/2020	Zinc_25mM	11	H	25	10	12/14/2020	17	7	1	12/16/2020	19	9	8	12/18/2020	21	4	0	12/19/2020	22	2	0	12/20/2020	23	3	1				
10	11/27/2020	Zinc_25mM	12	H	26	9	12/14/2020	17	14	2	12/16/2020	19	3	3	12/18/2020	21	6	3	12/19/2020	22	3	1	12/20/2020	23	0	0				
11	11/28/2020	Control_H20	1	NA	151	163	12/10/2020	12	106	91	12/12/2020	14	41	67	12/13/2020	15	4	5												
11	11/28/2020	Control_H20	2	NA	143	166	12/10/2020	12	91	104	12/12/2020	14	48	60	12/13/2020	15	4	2												
11	11/28/2020	Control_H20	3	NA	156	167	12/10/2020	12	108	100	12/12/2020	14	47	65	12/13/2020	15	1	2												
11	11/28/2020	Control_H20	4	NA	188	176	12/10/2020	12	75	75	12/12/2020	14	100	89	12/13/2020	15	13	12												
11	11/28/2020	Zinc_25mM	1	I	26	7	12/13/2020	15	0	0	12/15/2020	17	6	1	12/17/2020	19	14	0	12/19/2020	21	6	6	12/20/2020	22	0	0				
11	11/28/2020	Zinc_25mM	2	I	33	13	12/13/2020	15	3	0	12/15/2020	17	15	8	12/17/2020	19	11	4	12/19/2020	21	2	1	12/20/2020	22	2	0				
11	11/28/2020	Zinc_25mM	3	I	12	7	12/13/2020	15	1	1	12/15/2020	17	3	1	12/17/2020	19	5	4	12/19/2020	21	3	1	12/20/2020	22	0	0				
11	11/28/2020	Zinc_25mM	4	I	21	9	12/13/2020	15	0	1	12/15/2020	17	11	2	12/17/2020	19	5	3	12/19/2020	21	5	3	12/20/2020	22	0	0				
11	11/28/2020	Zinc_25mM	5	I	29	9	12/13/2020	15	0	0	12/15/2020	17	13	5	12/17/2020	19	5	1	12/19/2020	21	6	3	12/20/2020	22	5	0				
11	11/28/2020	Zinc_25mM	6	I	40	15	12/13/2020	15	6	0	12/15/2020	17	19	8	12/17/2020	19	7	5	12/19/2020	21	7	1	12/20/2020	22	1	1				
11	11/28/2020	Zinc_25mM	7	I	26	12	12/13/2020	15	2	0	12/15/2020	17	10	2	12/17/2020	19	11	6	12/19/2020	21	2	3	12/20/2020	22	1	1				
11	11/28/2020	Zinc_25mM	8	I	29	6	12/13/2020	15	2	0	12/15/2020	17	8	0	12/17/2020	19	13	4	12/19/2020	21	3	0	12/20/2020	22	3	2				
11	11/28/2020	Zinc_25mM	9	I	15	11	12/13/2020	15	0	0	12/15/2020	17	8	2	12/17/2020	19	6	6	12/19/2020	21	1	3	12/20/2020	22	0	0				
11	11/28/2020	Zinc_25mM	10	I	49	13	12/13/2020	15	7	0	12/15/2020	17	24	7	12/17/2020	19	10	5	12/19/2020	21	6	1	12/20/2020	22	2	0				
11	11/28/2020	Zinc_25mM	11	I	12	7	12/13/2020	15	1	1	12/15/2020	17	8	4	12/17/2020	19	2	1	12/19/2020	21	1	1	12/20/2020	22	0	0				
11	11/28/2020	Zinc_25mM	12	I	19	8	12/13/2020	15	0	0	12/15/2020	17	6	1	12/17/2020	19	10	5	12/19/2020	21	2	2	12/20/2020	22	1	0				
12	11/29/2020	Control_H20	1	NA	171	164	12/10/2020	11	32	21	12/12/2020	13	116	107	12/14/2020	15	23	31	12/15/2020	16	 	5								
12	11/29/2020	Control_H20	2	NA	168	168	12/10/2020	11	48	34	12/12/2020	13	90	102	12/14/2020	15	29	30	12/15/2020	16	1	2								
12	11/29/2020	Control_H20	3	NA	222	189	12/10/2020	11	48	34	12/12/2020	13	84	99	12/14/2020	15	68	46	12/15/2020	16	22	10								
12	11/29/2020	Control_H20	4	NA	178	200	12/10/2020	11	25	5	12/12/2020	13	87	123	12/14/2020	15	58	65	12/15/2020	16	8	7								
12	11/29/2020	Zinc_25mM	1	I	13	10	12/14/2020	15	4	2	12/16/2020	17	5	3	12/18/2020	19	2	3	12/20/2020	21	2	2	12/21/2020	22	0	0				
12	11/29/2020	Zinc_25mM	2	I	49	26	12/14/2020	15	5	3	12/16/2020	17	24	11	12/18/2020	19	18	9	12/20/2020	21	1	2	12/21/2020	22	1	1				
12	11/29/2020	Zinc_25mM	3	I	43	10	12/14/2020	15	5	0	12/16/2020	17	15	4	12/18/2020	19	14	4	12/20/2020	21	6	2	12/21/2020	22	3	0				
12	11/29/2020	Zinc_25mM	4	I	21	4	12/14/2020	15	2	0	12/16/2020	17	6	1	12/18/2020	19	8	3	12/20/2020	21	5	0	12/21/2020	22	0	0				
12	11/29/2020	Zinc_25mM	5	I	28	12	12/14/2020	15	2	0	12/16/2020	17	9	3	12/18/2020	19	14	5	12/20/2020	21	3	4	12/21/2020	22	0	0				
12	11/29/2020	Zinc_25mM	6	I	32	13	12/14/2020	15	1	0	12/16/2020	17	10	2	12/18/2020	19	13	5	12/20/2020	21	5	6	12/21/2020	22	3	0				
12	11/29/2020	Zinc_25mM	7	I	23	15	12/14/2020	15	2	0	12/16/2020	17	8	4	12/18/2020	19	10	6	12/20/2020	21	3	5	12/21/2020	22	0	0				
12	11/29/2020	Zinc_25mM	8	I	30	13	12/14/2020	15	5	0	12/16/2020	17	11	7	12/18/2020	19	8	3	12/20/2020	21	4	2	12/21/2020	22	2	1				
12	11/29/2020	Zinc_25mM	9	I	27	10	12/14/2020	15	1	0	12/16/2020	17	10	4	12/18/2020	19	13	3	12/20/2020	21	2	2	12/21/2020	22	1	1				
12	11/29/2020	Zinc_25mM	10	I	29	9	12/14/2020	15	3	0	12/16/2020	17	12	2	12/18/2020	19	9	4	12/20/2020	21	5	3	12/21/2020	22	0	0				
12	11/29/2020	Zinc_25mM	11	I	36	17	12/14/2020	15	3	1	12/16/2020	17	11	4	12/18/2020	19	12	8	12/20/2020	21	8	4	12/21/2020	22	2	0				
12	11/29/2020	Zinc_25mM	12	I	20	3	12/14/2020	15	0	0	12/16/2020	17	5	1	12/18/2020	19	9	1	12/20/2020	21	4	0	12/21/2020	22	2	1				
12	11/29/2020	Zinc_25mM	13	I	12	17	12/14/2020	15	7	3	12/16/2020	17	4	4	12/18/2020	19	0	7	12/20/2020	21	1	3	12/21/2020	22	0	0				
12	11/29/2020	Zinc_25mM	14	I	16	11	12/14/2020	15	2	0	12/16/2020	17	2	2	12/18/2020	19	10	4	12/20/2020	21	2	5	12/21/2020	22	0	0				
